playerID,playerPositionIDN,actionIDNaziv,bindedActionIDN,actionOptionIDN,targetPlayerID,targetPositionIDN,distance,poss_duration,start_sector,end_sector,playerName,targetName
22870,CAM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,7.09,0.5,5,5,M. Fabian,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,6.29,0.39,12,12,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,6.29,0.39,12,12,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,6.29,0.39,12,12,S. Aigner,
1802,ST,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,7.77,0.16,12,12,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,7.77,0.16,12,12,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,LOS,0,0,7.77,0.16,12,12,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,4.19,0.63,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,4.19,0.63,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,4.19,0.63,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,7.82,0.14,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,7.82,0.14,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,LOS,0,0,7.82,0.14,8,8,A. Meier,
16520,RW,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,6.54,2.5,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,6.54,2.5,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,6.54,2.5,12,8,S. Aigner,
1770,LW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,11.06,0.2,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,IZ VOLEJA,0,0,11.06,0.2,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,11.06,0.2,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,11.06,0.2,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,7.51,0.17,9,5,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,7.51,0.17,9,5,S. Huszti,
196633,LB,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,26.75,2.41,10,9,B. Oczipka,
196633,LB,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,26.75,2.41,10,9,B. Oczipka,
196633,LB,UDARAC,UDARAC U OKVIR,ZONA,0,0,26.75,2.41,10,9,B. Oczipka,
1802,ST,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,4.59,0.16,9,9,A. Meier,
1802,ST,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,4.59,0.16,9,9,A. Meier,
16520,RW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,9.51,0.16,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,9.51,0.16,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,9.51,0.16,12,8,S. Aigner,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,3.56,0.16,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,3.56,0.16,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,10.41,0.16,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,10.41,0.16,8,8,A. Meier,
7466,LCB,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,1.53,2.57,8,8,A. Ben-Hatira,
7466,LCB,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,1.53,2.57,8,8,A. Ben-Hatira,
1770,LW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,10.14,0.15,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,10.14,0.15,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,IZ VOLEJA,0,0,10.14,0.15,12,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,10.14,0.15,12,8,S. Huszti,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,26.52,0.81,11,8,M. Fabian,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,26.52,0.81,11,8,M. Fabian,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,26.52,0.81,11,8,M. Fabian,
1790,RCB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,5.74,0.1,8,8,M. Russ,
1790,RCB,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,5.74,0.1,8,8,M. Russ,
1790,RCB,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,5.74,0.1,8,8,M. Russ,
1790,RCB,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,5.74,0.1,8,8,M. Russ,
1770,LW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,8.95,0.15,8,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,8.95,0.15,8,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,8.95,0.15,8,8,S. Huszti,
1770,LW,UDARAC,UDARAC U OKVIR,ZONA,0,0,8.95,0.15,8,8,S. Huszti,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,20.85,0.07,8,8,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,20.85,0.07,8,8,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,20.85,0.07,8,8,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,20.85,0.07,8,8,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,20.85,0.07,8,8,B. Oczipka,
1802,ST,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,6.88,0.15,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,6.88,0.15,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,UDARAC SPICOM,0,0,6.88,0.15,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,6.88,0.15,8,8,A. Meier,
1802,ST,UDARAC,UDARAC U OKVIR,ZONA,0,0,6.88,0.15,8,8,A. Meier,
16520,RW,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,18.63,0.09,1,5,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,IZ VOLEJA,0,0,18.63,0.09,1,5,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,18.63,0.09,1,5,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,18.63,0.09,1,5,S. Aigner,
196633,LB,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,21.93,0.13,9,5,B. Oczipka,
196633,LB,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,21.93,0.13,9,5,B. Oczipka,
196633,LB,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,21.93,0.13,9,5,B. Oczipka,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,15.69,2.34,5,9,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,15.69,2.34,5,9,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,15.69,2.34,5,9,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,15.69,2.34,5,9,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,10.73,0.14,5,5,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,10.73,0.14,5,5,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,10.73,0.14,5,5,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,10.73,0.14,5,5,S. Aigner,
199745,LCM,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,16.81,2.43,9,5,M. Stendera,
199745,LCM,UDARAC,UDARAC U OKVIR,ZONA,0,0,16.81,2.43,9,5,M. Stendera,
199745,LCM,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,16.81,2.43,9,5,M. Stendera,
199745,LCM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,16.81,2.43,9,5,M. Stendera,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,24.99,1.41,9,9,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,24.99,1.41,9,9,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,ODLICAN,0,0,24.99,1.41,9,9,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,24.99,1.41,9,9,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,21.92,0.13,7,12,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,21.92,0.13,7,12,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,ODLICAN,0,0,21.92,0.13,7,12,M. Hasebe,
5335,LB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,21.92,0.13,7,12,M. Hasebe,
16520,RW,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,8.11,0.13,12,12,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,8.11,0.13,12,12,S. Aigner,
16520,RW,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,8.11,0.13,12,12,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,20.97,0.94,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,20.97,0.94,12,8,S. Aigner,
16520,RW,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,20.97,0.94,12,8,S. Aigner,
1790,RCM,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,8.65,0.14,12,12,M. Russ,
1790,RCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,8.65,0.14,12,12,M. Russ,
1790,RCM,UDARAC,UDARAC IZVAN OKVIRA,ODLICAN,0,0,8.65,0.14,12,12,M. Russ,
199745,RCM,UDARAC,UDARAC U OKVIR,IZ VOLEJA,0,0,15.79,0.15,5,5,M. Stendera,
199745,RCM,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,15.79,0.15,5,5,M. Stendera,
199745,RCM,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,15.79,0.15,5,5,M. Stendera,
77888,RCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,3.8,0.14,9,9,H. Seferovic,
77888,RCF,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,3.8,0.14,9,9,H. Seferovic,
1790,CM,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,14.82,0.34,5,9,M. Russ,
1790,CM,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,14.82,0.34,5,9,M. Russ,
1802,LCF,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,26.16,3.78,10,5,A. Meier,
1802,LCF,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,26.16,3.78,10,5,A. Meier,
1802,LCF,UDARAC,UDARAC U OKVIR,ZONA,0,0,26.16,3.78,10,5,A. Meier,
1802,LCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,7.57,0.18,12,8,A. Meier,
1802,LCF,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,7.57,0.18,12,8,A. Meier,
77888,RCF,UDARAC,UDARAC U OKVIR,ZONA,0,0,27.87,0.19,11,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC U OKVIR,LIJEVA NOGA,0,0,27.87,0.19,11,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC U OKVIR,IZ VOLEJA,0,0,27.87,0.19,11,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,27.87,0.19,11,8,H. Seferovic,
1770,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,4.99,0.17,8,8,S. Huszti,
1770,LCM,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,4.99,0.17,8,8,S. Huszti,
1770,LCM,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,4.99,0.17,8,8,S. Huszti,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,10.39,0.17,12,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,10.39,0.17,12,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,15.75,0.89,12,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,15.75,0.89,12,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,15.75,0.89,12,8,H. Seferovic,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,29.31,0.11,7,8,M. Fabian,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,29.31,0.11,7,8,M. Fabian,
22870,CAM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,29.31,0.11,7,8,M. Fabian,
1790,RDM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,36.69,0.94,7,12,M. Russ,
1790,RDM,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,36.69,0.94,7,12,M. Russ,
1790,RDM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,36.69,0.94,7,12,M. Russ,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,20.09,0.56,8,12,M. Stendera,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,20.09,0.56,8,12,M. Stendera,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,20.09,0.56,8,12,M. Stendera,
22870,CAM,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,29.73,0.78,7,8,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,29.73,0.78,7,8,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,ATRAKTIVAN,0,0,29.73,0.78,7,8,M. Fabian,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,27.16,0.0,7,12,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,27.16,0.0,7,12,B. Oczipka,
196633,LB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,27.16,0.0,7,12,B. Oczipka,
22870,CAM,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,17.07,0.45,9,5,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,ZONA,0,0,17.07,0.45,9,5,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,PO ZEMLJI,0,0,17.07,0.45,9,5,M. Fabian,
143853,LW,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,8.07,1.06,5,9,S. Kittel,
143853,LW,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,8.07,1.06,5,9,S. Kittel,
143853,LW,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,8.07,1.06,5,9,S. Kittel,
22870,CAM,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,25.94,1.11,10,5,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,25.94,1.11,10,5,M. Fabian,
22870,CAM,UDARAC,UDARAC U OKVIR,ATRAKTIVAN,0,0,25.94,1.11,10,5,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,17.7,0.3,9,9,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,17.7,0.3,9,9,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,17.7,0.3,9,9,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,17.7,0.3,9,9,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,17.7,0.3,9,9,M. Fabian,
199745,LCM,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,1.7,0.15,9,9,M. Stendera,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,30.29,4.59,9,5,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,30.29,4.59,9,5,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,30.29,4.59,9,5,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,30.29,4.59,9,5,M. Fabian,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,21.79,0.2,9,9,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,21.79,0.2,9,9,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,21.79,0.2,9,9,H. Seferovic,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,46.64,3.41,9,1,M. Stendera,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,46.64,3.41,9,1,M. Stendera,
199745,LCM,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,46.64,3.41,9,1,M. Stendera,
206101,LCM,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,11.13,0.18,8,12,G. Waldschmidt,
206101,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,11.13,0.18,8,12,G. Waldschmidt,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,13.6,1.92,12,12,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,13.6,1.92,12,12,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,13.6,1.92,12,12,H. Seferovic,
22870,LCF,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,10.15,2.06,12,8,M. Fabian,
22870,LCF,UDARAC,UDARAC U OKVIR,DESNA NOGA,0,0,10.15,2.06,12,8,M. Fabian,
39442,RCB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,5.19,0.17,8,8,C. Zambrano,
39442,RCB,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,5.19,0.17,8,8,C. Zambrano,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,11.06,0.18,8,12,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,11.06,0.18,8,12,H. Seferovic,
1790,CM,UDARAC,UDARAC U OKVIR,GLAVOM,0,0,6.98,0.16,8,8,M. Russ,
1790,CM,UDARAC,UDARAC U OKVIR,ODLICAN,0,0,6.98,0.16,8,8,M. Russ,
1790,CM,UDARAC,UDARAC U OKVIR,PO ZRAKU,0,0,6.98,0.16,8,8,M. Russ,
206101,LCM,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,9.82,0.18,12,8,G. Waldschmidt,
206101,LCM,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,9.82,0.18,12,8,G. Waldschmidt,
206101,LCM,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,9.82,0.18,12,8,G. Waldschmidt,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,ZONA,0,0,23.36,1.11,7,8,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,23.36,1.11,7,8,M. Fabian,
22870,LCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,23.36,1.11,7,8,M. Fabian,
212914,RWB,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,17.75,0.16,12,16,Y. Regasel,
212914,RWB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,17.75,0.16,12,16,Y. Regasel,
212914,RWB,UDARAC,UDARAC IZVAN OKVIRA,IZ VOLEJA,0,0,17.75,0.16,12,16,Y. Regasel,
212914,RWB,UDARAC,UDARAC IZVAN OKVIRA,DESNA NOGA,0,0,17.75,0.16,12,16,Y. Regasel,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,5.43,0.17,8,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,5.43,0.17,8,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,PO ZEMLJI,0,0,10.04,0.17,8,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LOS,0,0,10.04,0.17,8,8,H. Seferovic,
77888,RCF,UDARAC,UDARAC IZVAN OKVIRA,LIJEVA NOGA,0,0,10.04,0.17,8,8,H. Seferovic,
21022,LCB,UDARAC,UDARAC IZVAN OKVIRA,PO ZRAKU,0,0,6.44,0.17,12,12,L. Abraham,
21022,LCB,UDARAC,UDARAC IZVAN OKVIRA,GLAVOM,0,0,6.44,0.17,12,12,L. Abraham,
